0,-0.999707,-0.0155653,-0.0185292,0,0.00636486,0.569604,-0.821895,0,0.0233474,-0.821772,-0.569338,0,-0.137645,0.212019,0.763481,1
1,-0.821632,0.317142,-0.473647,0,0.569764,0.481759,-0.665791,0,0.0170334,-0.816902,-0.576525,0,-0.115485,0.200305,0.781475,1
2,-0.999374,-0.00131286,-0.0353504,0,0.0283112,0.569476,-0.82152,0,0.0212098,-0.822007,-0.569083,0,-0.184744,0.227452,0.741646,1
3,-0.702604,-0.420334,0.574167,0,-0.711113,0.385508,-0.587964,0,0.0257955,-0.821403,-0.569764,0,-0.205784,0.217206,0.757883,1
4,-0.067982,-0.577031,0.813888,0,-0.997308,0.0168372,-0.0713654,0,0.0274765,-0.816549,-0.576622,0,-0.134392,0.18581,0.802959,1
5,0.642718,-0.432994,0.632005,0,-0.76582,-0.38556,0.514649,0,0.020836,-0.814776,-0.579402,0,-0.155355,0.181681,0.808908,1
6,0.988677,0.106827,-0.105387,0,0.147485,-0.562161,0.813771,0,0.027688,-0.8201,-0.57155,0,-0.167879,0.208967,0.768838,1
7,0.708057,0.422368,-0.565917,0,0.705594,-0.391204,0.590844,0,0.0281646,-0.817658,-0.575015,0,-0.182431,0.213088,0.764378,1
8,-0.654263,-0.447301,0.609805,0,-0.755839,0.359611,-0.547163,0,0.0254535,-0.818903,-0.573368,0,-0.131289,0.207021,0.772715,1
9,-0.99981,-0.00838372,-0.0175991,0,0.00969376,0.569445,-0.821973,0,0.0169129,-0.821987,-0.569255,0,-0.0620483,0.205131,0.77392,1
10,-0.720248,-0.410916,0.55892,0,-0.693307,0.398702,-0.600301,0,0.0238307,-0.819869,-0.572056,0,-0.0826359,0.202986,0.77914,1
11,-0.999792,-0.00567951,-0.0195709,0,0.0127436,0.575176,-0.81793,0,0.0159022,-0.81801,-0.574984,0,-0.067729,0.162045,0.833523,1
12,-0.59797,-0.472819,0.647205,0,-0.801225,0.330782,-0.498619,0,0.0216727,-0.816716,-0.576632,0,-0.0923828,0.164996,0.831994,1
13,0.0301764,-0.575135,0.817502,0,-0.999318,-0.034775,0.0124226,0,0.0212839,-0.817319,-0.575792,0,-0.0234383,0.165288,0.833278,1
14,0.0684714,-0.569393,0.819209,0,-0.997391,-0.0578797,0.0431349,0,0.0228549,-0.820025,-0.571871,0,-0.0498602,0.212859,0.765613,1
15,-0.979342,-0.130564,0.154409,0,-0.201361,0.559735,-0.803835,0,0.0185239,-0.818321,-0.574463,0,-0.0187367,0.148849,0.854078,1
16,-0.996025,-0.0657918,0.0600526,0,-0.0868836,0.568818,-0.817861,0,0.0196495,-0.819828,-0.572273,0,-0.0762468,0.190623,0.793914,1
