0,-0.187155,-0.741519,-0.6443,0,-0.965786,0.258766,-0.0172713,0,0.17953,0.619024,-0.764578,0,-0.11351,0.0272882,0.609507,1
1,-0.117064,-0.834957,-0.537721,0,-0.982926,0.174806,-0.0574474,0,0.141963,0.521814,-0.841164,0,-0.142344,-0.0329788,0.447719,1
2,-0.469425,-0.757478,-0.453725,0,-0.846552,0.532158,-0.0125738,0,0.250978,0.3782,-0.891053,0,-0.231498,-0.0273277,0.471022,1
3,-0.469857,-0.756861,-0.454307,0,-0.846437,0.532364,-0.0114919,0,0.250555,0.379143,-0.890771,0,-0.231375,-0.0274107,0.471054,1
4,-0.210762,-0.830792,-0.515135,0,-0.977436,0.186702,0.0988009,0,0.0140938,0.524335,-0.851395,0,-0.247212,-0.0754476,0.523481,1
5,-0.21046,-0.830614,-0.515546,0,-0.977512,0.185975,0.0994157,0,0.0133027,0.524875,-0.851075,0,-0.247269,-0.0752687,0.523398,1
6,-0.607214,-0.64508,-0.463857,0,-0.780577,0.59329,0.196738,0,0.14829,0.481538,-0.863789,0,-0.284029,0.0801138,0.558578,1
7,-0.186859,-0.741795,-0.644069,0,-0.965858,0.258483,-0.0174859,0,0.179452,0.618811,-0.764768,0,-0.113572,0.027317,0.609724,1
8,0.017734,-0.846272,-0.532456,0,-0.996802,0.0265385,-0.0753791,0,0.0779218,0.53209,-0.843095,0,-0.245416,-0.10352,0.532471,1
9,0.0194726,-0.846143,-0.5326,0,-0.99681,0.024811,-0.075862,0,0.0774044,0.532378,-0.842961,0,-0.246085,-0.102955,0.532987,1
10,-0.488447,-0.669909,-0.559143,0,-0.872581,0.378467,0.308814,0,0.00474036,0.638737,-0.769411,0,-0.253241,-0.0157952,0.548912,1
11,-0.488788,-0.66904,-0.559885,0,-0.872391,0.378173,0.309708,0,0.00452594,0.639821,-0.768511,0,-0.253156,-0.0159885,0.54883,1
12,-0.534062,-0.708436,-0.461408,0,-0.842794,0.489303,0.224236,0,0.0669113,0.508628,-0.858383,0,-0.185081,0.0495069,0.622231,1
13,-0.53426,-0.708394,-0.461242,0,-0.842477,0.490926,0.221865,0,0.0692681,0.507119,-0.859088,0,-0.186004,0.0494631,0.622716,1
14,-0.519807,-0.594041,-0.613935,0,-0.677989,0.72409,-0.126586,0,0.519742,0.350441,-0.77914,0,-0.165271,-0.0482994,0.580151,1
15,-0.117076,-0.834318,-0.538708,0,-0.983012,0.17456,-0.0567124,0,0.141353,0.522916,-0.840582,0,-0.142421,-0.0329659,0.447627,1
