6,0.977414,0.0910432,-0.190716,0,-0.0186478,-0.861769,-0.506958,0,-0.210508,0.499064,-0.840608,0,0.175966,0.0105493,0.537742,1
7,-0.123849,0.715616,0.687427,0,0.991286,0.0578957,0.118324,0,0.0448751,0.696091,-0.71655,0,-0.101813,-0.0165927,0.492985,1
8,-0.668115,0.556539,0.493849,0,0.742814,0.460541,0.485931,0,0.0430016,0.691496,-0.7211,0,-0.0999596,-0.0283567,0.481981,1
9,-0.0801846,0.996617,-0.0180363,0,0.994021,0.0786043,-0.0757816,0,-0.0741075,-0.024005,-0.996961,0,0.0744419,-0.0113485,0.561216,1
10,-0.21536,0.976252,0.0234759,0,0.973644,0.216509,-0.0717063,0,-0.0750862,0.00741446,-0.997149,0,0.0198005,0.00202167,0.516472,1
11,-0.801735,0.590507,0.0923178,0,0.588932,0.80685,-0.0463944,0,-0.101883,0.017173,-0.994648,0,0.0851311,-0.027277,0.51209,1
12,-0.186199,0.982031,0.0307251,0,0.981037,0.187542,-0.0489292,0,-0.0538123,0.0210319,-0.99833,0,0.320646,0.0163692,0.489712,1
13,-0.182797,0.874209,0.449827,0,0.982411,0.180167,0.0490802,0,-0.0381376,0.450887,-0.891766,0,-0.0237949,-0.0218011,0.498467,1
14,-0.633191,0.676331,0.376358,0,0.772685,0.580636,0.256552,0,-0.0450132,0.453253,-0.890245,0,-0.0491632,0.00811009,0.51037,1
15,-0.0407368,0.94168,0.334035,0,0.996838,0.0154756,0.0779406,0,0.0682257,0.336154,-0.939333,0,-0.136641,-0.00706067,0.387107,1
16,0.99117,0.132222,-0.0099483,0,0.132068,-0.99113,-0.0148034,0,-0.0118174,0.0133589,-0.999841,0,0.0174208,0.0949914,0.490327,1
17,-0.380562,0.890908,0.247903,0,0.914252,0.32218,0.245648,0,0.13898,0.32013,-0.937124,0,-0.159631,0.0133217,0.43277,1
18,0.990849,0.134954,0.00234511,0,0.134972,-0.990787,-0.0111053,0,0.000824807,0.0113202,-0.999936,0,-0.0858931,0.0899135,0.492658,1
19,0.971588,0.235624,-0.0223006,0,0.235125,-0.971696,-0.0228821,0,-0.027061,0.0169885,-0.999489,0,0.14719,0.0654733,0.489136,1
20,0.684117,0.729362,-0.0038944,0,0.729182,-0.684051,-0.0191958,0,-0.0166646,0.0102924,-0.999808,0,0.0143641,0.0773558,0.492086,1
21,-0.529841,0.685601,0.499219,0,0.848038,0.421343,0.321406,0,0.0100139,0.593651,-0.80466,0,-0.0794838,0.0299192,0.363721,1
22,-0.0843046,0.801229,0.59239,0,0.996405,0.0627735,0.0568977,0,0.00840171,0.595056,-0.80364,0,0.124886,0.0130266,0.353452,1
23,-0.0407395,0.989417,0.13926,0,0.994558,0.0535313,-0.089379,0,-0.095888,0.134861,-0.986214,0,0.0729139,0.0483796,0.430311,1
24,-0.770126,0.615438,0.167753,0,0.629296,0.776032,0.0419526,0,-0.104362,0.137875,-0.984936,0,0.0247332,0.0106105,0.427833,1
